name,year,committee,region,cleanedName,cleanedRegion,Continent,DirectMatch,FuzzyMatch,GenderGuesser
Aditya Akella,2019,Program,UWM,Aditya Akella,UWM,North America,Male,Male,male
Mark Allman,2019,Program,ICSI,Mark Allman,ICSI,North America,Male,Male,male
Aruna Balasubramanian,2019,Program,Stony Brook,Aruna Balasubramanian,Stony Brook,North America,Female,Female,female
Hitesh Ballani,2019,Program,Microsoft Research,Hitesh Ballani,Microsoft Research,Europe,Male,Male,unknown
Paul Barford,2019,Program,UWisc,Paul Barford,UWisc,North America,Male,Male,male
Theophilus Benson,2019,Program,Brown University,Theophilus Benson,Brown University,North America,Male,Male,male
Nathan Bronson,2019,Program,Facebook,Nathan Bronson,Facebook,North America,Male,Male,male
Marco Canini,2019,Program,KAUST,Marco Canini,KAUST,Asia,Male,Male,male
Kai Chen,2019,Program,HKUST,Kai Chen,HKUST,Asia,,Male,male
Kenjiro Cho,2019,Program,IIJ,Kenjiro Cho,IIJ,Asia,Male,Male,male
Mosharaf Chowdhury,2019,Program,UMich,Mosharaf Chowdhury,UMich,North America,Male,Male,unknown
Nandita Dukkipati,2019,Program,Google,Nandita Dukkipati,Google,North America,Female,Female,female
Lars Eggert,2019,Program,NetApp,Lars Eggert,NetApp,Europe,Male,Male,male
Kensuke Fukuda,2019,Program,NII,Kensuke Fukuda,NII,Asia,Male,Male,male
Manya Ghobadi,2019,Program,MIT,Manya Ghobadi,MIT,North America,Female,Female,female
Phillipa Gill,2019,Program,UMass Amherst,Phillipa Gill,UMass Amherst,North America,Female,Female,female
Krishna Gummadi,2019,Program,MPI-SWS,Krishna Gummadi,MPI-SWS,Europe,,Male,andy
Dongsu Han,2019,Program,KAIST,Dongsu Han,KAIST,Asia,Male,Male,unknown
Polly Huang,2019,Program,NTU,Polly Huang,NTU,Asia,Female,Female,female
Te-yuan Huang,2019,Program,Netflix,Te-yuan Huang,Netflix,North America,Female,Female,unknown
Kyle Jamieson,2019,Program,Princeton,Kyle Jamieson,Princeton,North America,Male,Male,mostly_female
Keon Jang,2019,Program,MPI-SWS/Google,Keon Jang,MPI-SWS/Google,Europe,Male,Male,andy
Mobin Javed,2019,Program,LUMS,Mobin Javed,LUMS,Asia,Female,Female,unknown
Sanjay Jha,2019,Program,U. New South Wales,Sanjay Jha,U. New South Wales,North America,Male,Male,male
Junchen Jiang,2019,Program,U. Chicago,Junchen Jiang,U. Chicago,North America,Male,Male,unknown
Srikanth Kandula,2019,Program,Microsoft Research,Srikanth Kandula,Microsoft Research,North America,Male,Male,unknown
Thomas Karagiannis,2019,Program,Microsoft Research,Thomas Karagiannis,Microsoft Research,Europe,Male,Male,male
Brad Karp,2019,Program,University College London,Brad Karp,University College London,Europe,Male,Male,male
Ethan Katz-Bassett,2019,Program,Columbia,Ethan Katz-Bassett,Columbia,North America,Male,Male,male
Ali Khayam,2019,Program,Amazon,Ali Khayam,Amazon,North America,Male,Male,male
Dejan Kostic,2019,Program,KTH Royal Institute of Technology,Dejan Kostic,KTH Royal Institute of Technology,Europe,Male,Male,male
Nikos Laoutaris,2019,Program,IMDEA Networks Institute,Nikos Laoutaris,IMDEA Networks Institute,Europe,,Male,male
Simon Leinen,2019,Program,SWITCH,Simon Leinen,SWITCH,Europe,Male,Male,male
Dan Li,2019,Program,Tsinghua,Dan Li,Tsinghua,Asia,Male,Male,male
Chieh-Jan Mike Liang,2019,Program,Microsoft Research,Chieh-Jan Mike Liang,Microsoft Research,Asia,Male,Male,unknown
Bruce Maggs,2019,Program,Duke/Akamai,Bruce Maggs,Duke/Akamai,North America,Male,Male,male
Radhika Mittal,2019,Program,UIUC/MIT,Radhika Mittal,UIUC/MIT,North America,Female,Female,female
Michael Mitzenmacher,2019,Program,Harvard,Michael Mitzenmacher,Harvard,North America,Male,Male,male
Srinivas Narayana,2019,Program,Rutgers,Srinivas Narayana,Rutgers,North America,Male,Male,male
Aurojit Panda,2019,Program,NYU,Aurojit Panda,NYU,North America,Male,Male,unknown
Zafar Ayyub Qazi,2019,Program,LUMS,Zafar Ayyub Qazi,LUMS,Asia,Male,Male,male
Reza Rejaie,2019,Program,U. Oregon,Reza Rejaie,U. Oregon,North America,Male,Male,mostly_male
Philipp Richter,2019,Program,MIT,Philipp Richter,MIT,North America,Male,Male,male
Michael Schapira,2019,Program,Hebrew University of Jerusalem,Michael Schapira,Hebrew University of Jerusalem,Asia,Male,Male,male
Ricardo Schmidt,2019,Program,U. Passo Fundo,Ricardo Schmidt,U. Passo Fundo,South America,Male,Male,male
Srini Seshan,2019,Program,CMU,Srini Seshan,CMU,North America,Male,Male,male
Justine Sherry,2019,Program,CMU,Justine Sherry,CMU,North America,Male,Male,female
Ankit Singla,2019,Program,ETHZ,Ankit Singla,ETHZ,Europe,Male,Male,male
Anirudh Sivaraman,2019,Program,NYU,Anirudh Sivaraman,NYU,North America,Male,Male,unknown
Alex C. Snoeren,2019,Program,UC San Diego,Alex C. Snoeren,UC San Diego,North America,Male,Male,male
Robert SoulÃ©,2019,Program,UniversitÃ  della Svizzera italiana,Robert Soulac,UniversitÃ  della Svizzera italiana,Europe,,Male,male
Patrick Thiran,2019,Program,EPFL,Patrick Thiran,EPFL,Europe,Male,Male,male
Laurent Vanbever,2019,Program,ETHZ,Laurent Vanbever,ETHZ,Europe,Male,Male,male
Walter Willinger,2019,Program,"NIKSUN, Inc.",Walter Willinger,"NIKSUN, Inc.",North America,Male,Male,male
Keith Winstein,2019,Program,Stanford,Keith Winstein,Stanford,North America,Male,Male,male
Minlan Yu,2019,Program,Harvard,Minlan Yu,Harvard,North America,Female,Female,unknown
Ben Zhao,2019,Program,U. Chicago,Ben Zhao,U. Chicago,North America,Male,Male,male
Sujata Banerjee,2020,Program,VMware Research,Sujata Banerjee,VMware Research,North America,Female,Female,female
Ratul Mahajan,2020,Program,"University of Washington, Intentionet",Ratul Mahajan,"University of Washington, Intentionet",North America,Male,Male,unknown
Aaron Schulman,2020,Program,UC San Diego,Aaron Schulman,UC San Diego,North America,Male,Male,male
Amar Phanishayee,2020,Program,Microsoft Research,Amar Phanishayee,Microsoft Research,North America,Male,Male,male
Anirudh Sivaraman,2020,Program,NYU,Anirudh Sivaraman,NYU,North America,Male,Male,unknown
Anja Feldmann,2020,Program,MPI,Anja Feldmann,MPI,Europe,Female,Female,female
Ankit Singla,2020,Program,ETH ZÃ¼rich,Ankit Singla,ETH ZÃ¼rich,Europe,Male,Male,male
Arpit Gupta,2020,Program,UCSB,Arpit Gupta,UCSB,North America,Male,Male,unknown
Aruna Balasubramanian,2020,Program,Stony Brook University,Aruna Balasubramanian,Stony Brook University,North America,Female,Female,female
Aurojit Panda,2020,Program,NYU,Aurojit Panda,NYU,North America,Male,Male,unknown
Barath Raghavan,2020,Program,USC,Barath Raghavan,USC,North America,Male,Male,unknown
Brian Levine,2020,Program,"University of Massachusetts
              Amherst",Brian Levine,"University of Massachusetts
              Amherst",North America,Male,Male,male
Costin Raiciu,2020,Program,"University Pollitehnica of
              Bucharest",Costin Raiciu,"University Pollitehnica of
              Bucharest",Europe,Male,Male,male
Dave Levin,2020,Program,University of Maryland,Dave Levin,University of Maryland,North America,Male,Male,male
David Wetherall,2020,Program,Google,David Wetherall,Google,North America,Male,Male,male
Deepak Ganesan,2020,Program,UMass Amherst,Deepak Ganesan,UMass Amherst,North America,Male,Male,mostly_male
Deepak Vasisht,2020,Program,MIT,Deepak Vasisht,MIT,North America,Male,Male,mostly_male
Dongsu Han,2020,Program,KAIST,Dongsu Han,KAIST,Asia,Male,Male,unknown
Ellen Zegura,2020,Program,"Georgia Institute of
              Technology",Ellen Zegura,"Georgia Institute of
              Technology",North America,,Female,female
Ethan Katz-Bassett,2020,Program,Columbia University,Ethan Katz-Bassett,Columbia University,North America,Male,Male,male
Ganesh Ananthanarayanan,2020,Program,Microsoft Research,Ganesh Ananthanarayanan,Microsoft Research,North America,Male,Male,male
Hongqiang Harry Liu,2020,Program,Alibaba Group,Hongqiang Harry Liu,Alibaba Group,Asia,Male,Male,unknown
Jeongkeun Lee,2020,Program,Barefoot Networks,Jeongkeun Lee,Barefoot Networks,North America,Male,Male,unknown
Kate Lin,2020,Program,"National Chiao Tung
              University",Kate Lin,"National Chiao Tung
              University",Asia,,Female,female
Katerina Argyraki,2020,Program,EPFL,Katerina Argyraki,EPFL,Europe,,Female,female
Kun Tan,2020,Program,Huawei,Kun Tan,Huawei,North America,Male,Male,andy
Lili Qiu,2020,Program,UT Austin,Lili Qiu,UT Austin,North America,Female,Female,female
Manya Ghobadi,2020,Program,MIT,Manya Ghobadi,MIT,North America,Female,Female,female
Matthew Roughan,2020,Program,University of Adelaide,Matthew Roughan,University of Adelaide,Australia,Male,Male,male
Minlan Yu,2020,Program,Harvard University,Minlan Yu,Harvard University,North America,Female,Female,unknown
Mohammad Alizadeh,2020,Program,MIT,Mohammad Alizadeh,MIT,North America,Male,Male,male
Nate Foster,2020,Program,Cornell University,Nate Foster,Cornell University,North America,Male,Male,female
Olivier Bonaventure,2020,Program,"UniversitÃ© catholique de
              Louvain",Olivier Bonaventure,"UniversitÃ© catholique de
              Louvain",Europe,Male,Male,male
Rachit Agarwal,2020,Program,Cornell University,Rachit Agarwal,Cornell University,North America,,Male,unknown
Radhika Mittal,2020,Program,UIUC,Radhika Mittal,UIUC,North America,Female,Female,female
Radhika Niranjan Mysore,2020,Program,VMware Research,Radhika Niranjan Mysore,VMware Research,North America,Female,Female,female
Renata Teixeira,2020,Program,Inria,Renata Teixeira,Inria,Europe,Female,Female,female
Rob Sherwood,2020,Program,Facebook,Rob Sherwood,Facebook,North America,Male,Male,male
Romit Roy Choudhury,2020,Program,"University of Illinois at Urbana
              Champaign",Romit Roy Choudhury,"University of Illinois at Urbana
              Champaign",North America,Male,Male,unknown
Ryan Beckett,2020,Program,Microsoft Research,Ryan Beckett,Microsoft Research,North America,Male,Male,mostly_male
Sanjay Rao,2020,Program,Purdue University,Sanjay Rao,Purdue University,North America,Male,Male,male
T.S. Eugene Ng,2020,Program,Rice University,T.S. Eugene Ng,Rice University,North America,,Male,unknown
Vyas Sekar,2020,Program,CMU,Vyas Sekar,CMU,North America,Male,Male,unknown
Xiaowei Yang,2020,Program,Duke University,Xiaowei Yang,Duke University,North America,Female,Female,unknown
Yibo Zhu,2020,Program,ByteDance Inc.,Yibo Zhu,ByteDance Inc.,Asia,Male,Male,unknown
Sangeetha Abdu Jyothi,2020,Program,"UC Irvine, VMware
            Research",Sangeetha Abdu Jyothi,"UC Irvine, VMware
            Research",North America,Female,Female,unknown
Mina Tahmasbi Arashloo,2020,Program,Cornell University,Mina Tahmasbi Arashloo,Cornell University,North America,Female,Female,female
Paolo Costa,2020,Program,Microsoft Research,Paolo Costa,Microsoft Research,Europe,Male,Male,male
Timothy G. Griffin,2020,Program,University of Cambridge,Timothy G. Griffin,University of Cambridge,Europe,Male,Male,male
Junchen Jiang,2020,Program,University of Chicago,Junchen Jiang,University of Chicago,North America,Male,Male,unknown
Xin Jin,2020,Program,Johns Hopkins University,Xin Jin,Johns Hopkins University,North America,Male,Male,andy
Vincent Liu,2020,Program,"University of
            Pennsylvania",Vincent Liu,"University of
            Pennsylvania",North America,Male,Male,male
Neil Spring,2020,Program,"University of Maryland /
            Facebook",Neil Spring,"University of Maryland /
            Facebook",North America,Male,Male,male
Ben Y. Zhao,2020,Program,University of Chicago,Ben Y. Zhao,University of Chicago,North America,Male,Male,male
Danyang Zhuo,2020,Program,"Duke University, UC
            Berkeley",Danyang Zhuo,"Duke University, UC
            Berkeley",North America,Male,Male,unknown
Noa Zilberman,2020,Program,University of Oxford,Noa Zilberman,University of Oxford,Europe,Female,Female,female
Aditya Akella,2021,Program,University of WisconsinâMadison,Aditya Akella,University of WisconsinâMadison,North America,Male,Male,male
Nandita Dukkipati,2021,Program,Google,Nandita Dukkipati,Google,North America,Female,Female,female
Aaron Schulman,2021,Program,UC San Diego,Aaron Schulman,UC San Diego,North America,Male,Male,male
Adrian Perrig,2021,Program,ETH Zurich,Adrian Perrig,ETH Zurich,Europe,Male,Male,male
Alex C. Snoeren,2021,Program,UC San Diego,Alex C. Snoeren,UC San Diego,North America,Male,Male,male
Aman Shaikh,2021,Program,Google,Aman Shaikh,Google,North America,Male,Male,male
Anja Feldmann,2021,Program,Max Planck Institute,Anja Feldmann,Max Planck Institute,Europe,Female,Female,female
Arpit Gupta,2021,Program,UC Santa Barbara,Arpit Gupta,UC Santa Barbara,North America,Male,Male,unknown
Barath Raghavan,2021,Program,University of Southern California,Barath Raghavan,University of Southern California,North America,Male,Male,unknown
Behnaz Arzani,2021,Program,Microsoft,Behnaz Arzani,Microsoft,North America,Female,Female,unknown
Brent Stephens,2021,Program,University of Illinois at Chicago,Brent Stephens,University of Illinois at Chicago,North America,,Male,male
Dave Levin,2021,Program,University of Maryland,Dave Levin,University of Maryland,North America,Male,Male,male
Ellen Zegura,2021,Program,Georgia Institute of Technology,Ellen Zegura,Georgia Institute of Technology,North America,,Female,female
Eugene Ng,2021,Program,Rice University,Eugene Ng,Rice University,North America,,Male,male
Fadel Adib,2021,Program,Massachusetts Institute of Technology,Fadel Adib,Massachusetts Institute of Technology,North America,Male,Male,male
George Varghese,2021,Program,UC Los Angeles,George Varghese,UC Los Angeles,North America,Male,Male,male
Hakim Weatherspoon,2021,Program,Cornell University,Hakim Weatherspoon,Cornell University,North America,Male,Male,male
Hitesh Ballani,2021,Program,Microsoft,Hitesh Ballani,Microsoft,Europe,Male,Male,unknown
Hongqiang Liu,2021,Program,Alibaba,Hongqiang Liu,Alibaba,Asia,,Male,unknown
Jen Rexford,2021,Program,Princeton University,Jen Rexford,Princeton University,North America,,,female
Jitu Padhye,2021,Program,"Microsoft Research, USA",Jitu Padhye,"Microsoft Research, USA",North America,Male,Male,unknown
Kai Chen,2021,Program,Hong Kong University of Science and Technology,Kai Chen,Hong Kong University of Science and Technology,Asia,,Male,male
Kate Lin,2021,Program,National Chiao Tung University,Kate Lin,National Chiao Tung University,Asia,,Female,female
Keith Winstein,2021,Program,Stanford University,Keith Winstein,Stanford University,North America,Male,Male,male
Keon Jang,2021,Program,Max Planck Institute,Keon Jang,Max Planck Institute,Europe,Male,Male,andy
Kun Tan,2021,Program,Huawei,Kun Tan,Huawei,North America,Male,Male,andy
KyoungSoo Park,2021,Program,Korea Advanced Institute of Science and Technology,KyoungSoo Park,Korea Advanced Institute of Science and Technology,Asia,Male,Male,unknown
Laurent Vanbever,2021,Program,ETH Zurich,Laurent Vanbever,ETH Zurich,Europe,Male,Male,male
Lili Qiu,2021,Program,UT Austin,Lili Qiu,UT Austin,North America,Female,Female,female
Lixin Gao,2021,Program,University of Massachusetts Amherst,Lixin Gao,University of Massachusetts Amherst,North America,Female,Female,unknown
Matt Caesar,2021,Program,University of Illinois UrbanaâChampaign,Matt Caesar,University of Illinois UrbanaâChampaign,North America,,,male
Michael Schapira,2021,Program,Hebrew University of Jerusalem,Michael Schapira,Hebrew University of Jerusalem,Asia,Male,Male,male
Mohammad Alizadeh,2021,Program,Massachusetts Institute of Technology,Mohammad Alizadeh,Massachusetts Institute of Technology,North America,Male,Male,male
Morley Mao,2021,Program,University of Michigan,Morley Mao,University of Michigan,North America,,Female,unknown
Mosharaf Chowdhury,2021,Program,University of Michigan,Mosharaf Chowdhury,University of Michigan,North America,Male,Male,unknown
Muhammad Shahbaz,2021,Program,Purdue University,Muhammad Shahbaz,Purdue University,North America,Male,Male,male
Mythili Vutukuru,2021,Program,IIT Bombay,Mythili Vutukuru,IIT Bombay,Asia,Female,Female,unknown
Nate Foster,2021,Program,Cornell University,Nate Foster,Cornell University,North America,Male,Male,female
Nathan Bronson,2021,Program,Rockset,Nathan Bronson,Rockset,North America,Male,Male,male
Neil Spring,2021,Program,Facebook,Neil Spring,Facebook,North America,Male,Male,male
Noa Zilberman,2021,Program,University of Oxford,Noa Zilberman,University of Oxford,Europe,Female,Female,female
Olivier Bonaventure,2021,Program,UCLouvain,Olivier Bonaventure,UCLouvain,Europe,Male,Male,male
Radhika Niranjan Mysore,2021,Program,VMWare,Radhika Niranjan Mysore,VMWare,North America,Female,Female,female
Rajalakshmi Nandakumar,2021,Program,Cornell University,Rajalakshmi Nandakumar,Cornell University,North America,Female,Female,unknown
Ratul Mahajan,2021,Program,University of Washington and Intentionet,Ratul Mahajan,University of Washington and Intentionet,North America,Male,Male,unknown
Ravi Netravali,2021,Program,UC Los Angeles / Princeton University,Ravi Netravali,UC Los Angeles / Princeton University,North America,Male,Male,mostly_male
Romit Roy Choudhury,2021,Program,University of Illinois UrbanaâChampaign,Romit Roy Choudhury,University of Illinois UrbanaâChampaign,North America,Male,Male,unknown
Srini Seshan,2021,Program,Carnegie Mellon University,Srini Seshan,Carnegie Mellon University,North America,Male,Male,male
Stefano Vissicchio,2021,Program,University College London,Stefano Vissicchio,University College London,Europe,Male,Male,male
Sylvia Ratnasamy,2021,Program,UC Berkeley,Sylvia Ratnasamy,UC Berkeley,North America,Female,Female,female
Theo Benson,2021,Program,Brown University,Theo Benson,Brown University,North America,Male,Male,male
Venkat Padmanabhan,2021,Program,Microsoft,Venkat Padmanabhan,Microsoft,Asia,,Male,male
Vincent Liu,2021,Program,University of Pennsylvania,Vincent Liu,University of Pennsylvania,North America,Male,Male,male
Vishal Misra,2021,Program,Columbia University,Vishal Misra,Columbia University,North America,Male,Male,unknown
Xiaowei Yang,2021,Program,Duke University,Xiaowei Yang,Duke University,North America,Female,Female,unknown
Xin Jin,2021,Program,Peking University,Xin Jin,Peking University,Asia,Male,Male,andy
Yasaman Ghasempour,2021,Program,Princeton University,Yasaman Ghasempour,Princeton University,North America,Female,Female,unknown
Yashar Ganjali,2021,Program,University of Toronto and Huawei Canada,Yashar Ganjali,University of Toronto and Huawei Canada,North America,Male,Male,male
Yibo Zhu,2021,Program,ByteDance,Yibo Zhu,ByteDance,Asia,Male,Male,unknown
Zaffar Ayyub Qazi,2021,Program,Lahore University of Management Sciences,Zaffar Ayyub Qazi,Lahore University of Management Sciences,Asia,,Male,unknown
Brighten Godfrey,2022,Program,University of Illinois at Urbana-Champaign,Brighten Godfrey,University of Illinois at Urbana-Champaign,North America,,Male,unknown
Bruce Maggs,2022,Program,Duke University and Emerald Innovations,Bruce Maggs,Duke University and Emerald Innovations,North America,Male,Male,male
Ahmed Saeed,2022,Program,Georgia Institute of Technology,Ahmed Saeed,Georgia Institute of Technology,North America,,Male,male
Alan Zaoxing Liu,2022,Program,Boston University,Alan Zaoxing Liu,Boston University,North America,,Male,male
Alex Afanasyev,2022,Program,Florida International University,Alex Afanasyev,Florida International University,North America,Male,Male,male
Amin Vahdat,2022,Program,Google,Amin Vahdat,Google,North America,Male,Male,male
Ang Chen,2022,Program,Rice University,Ang Chen,Rice University,North America,Male,Male,andy
Aurojit Panda,2022,Program,New York University,Aurojit Panda,New York University,North America,Male,Male,unknown
Barath Raghavan,2022,Program,University of Southern California / Invisv,Barath Raghavan,University of Southern California / Invisv,North America,Male,Male,unknown
Behnaz Arzani,2022,Program,Microsoft,Behnaz Arzani,Microsoft,North America,Female,Female,unknown
Bhuvana Krishnaswamy,2022,Program,University of Wisconsin-Madison,Bhuvana Krishnaswamy,University of Wisconsin-Madison,North America,Female,Female,unknown
Boon Thau Loo,2022,Program,University of Pennsylvania,Boon Thau Loo,University of Pennsylvania,North America,Male,Male,unknown
Brad Karp,2022,Program,University College London,Brad Karp,University College London,Europe,Male,Male,male
Danyang Zhuo,2022,Program,Duke University,Danyang Zhuo,Duke University,North America,Male,Male,unknown
Dave Levin,2022,Program,University of Maryland,Dave Levin,University of Maryland,North America,Male,Male,male
Dongsu Han,2022,Program,Korea Advanced Institute of Science and Technology,Dongsu Han,Korea Advanced Institute of Science and Technology,Asia,Male,Male,unknown
Elahe Soltanaghai,2022,Program,University of Illinois at Urbana-Champaign,Elahe Soltanaghai,University of Illinois at Urbana-Champaign,North America,Female,Female,unknown
Ennan Zhai,2022,Program,Alibaba,Ennan Zhai,Alibaba,North America,Male,Male,unknown
Fadel Adib,2022,Program,Massachusetts Institute of Technology,Fadel Adib,Massachusetts Institute of Technology,North America,Male,Male,male
GÃ¡bor RÃ©tvÃ¡ri,2022,Program,Budapest University of Technology and Economics & Ericsson Research,Gabor Retvari,Budapest University of Technology and Economics & Ericsson Research,Europe,Male,Male,unknown
Haitham Hassanieh,2022,Program,University of Illinois at Urbana-Champaign,Haitham Hassanieh,University of Illinois at Urbana-Champaign,North America,Male,Male,male
Haiying Shen,2022,Program,University of Virginia,Haiying Shen,University of Virginia,North America,Female,Female,unknown
Hamed Haddadi,2022,Program,Imperial College London and Brave,Hamed Haddadi,Imperial College London and Brave,Europe,Male,Male,male
Heather Zheng,2022,Program,University of Chicago,Heather Zheng,University of Chicago,North America,Female,Female,female
Henning Schulzrinne,2022,Program,Columbia University,Henning Schulzrinne,Columbia University,North America,Male,Male,male
James Hongyi Zeng,2022,Program,Meta,James Hongyi Zeng,Meta,North America,,Male,male
Jia Wang,2022,Program,AT&T,Jia Wang,AT&T,North America,Female,Female,andy
Jiasi Chen,2022,Program,"University of California, Riverside",Jiasi Chen,"University of California, Riverside",North America,Female,Female,unknown
Jon Crowcroft,2022,Program,University of Cambridge,Jon Crowcroft,University of Cambridge,Europe,Male,Male,male
Kyle Jamieson,2022,Program,Princeton University,Kyle Jamieson,Princeton University,North America,Male,Male,mostly_female
Lalith Suresh,2022,Program,VMware,Lalith Suresh,VMware,North America,Male,Male,male
Lixia Zhang,2022,Program,"University of California, Los Angeles",Lixia Zhang,"University of California, Los Angeles",North America,Female,Female,unknown
Manya Ghobadi,2022,Program,Massachusetts Institute of Technology,Manya Ghobadi,Massachusetts Institute of Technology,North America,Female,Female,female
Marco Canini,2022,Program,King Abdullah University of Science and Technology,Marco Canini,King Abdullah University of Science and Technology,Asia,Male,Male,male
Mark Handley,2022,Program,University College London,Mark Handley,University College London,Europe,Male,Male,male
Michael Mitzenmacher,2022,Program,Harvard University,Michael Mitzenmacher,Harvard University,North America,Male,Male,male
Michael Schapira,2022,Program,Hebrew University of Jerusalem,Michael Schapira,Hebrew University of Jerusalem,Asia,Male,Male,male
Ming Liu,2022,Program,University of Wisconsin-Madison,Ming Liu,University of Wisconsin-Madison,North America,,Male,andy
Morley Mao,2022,Program,University of Michigan and Google,Morley Mao,University of Michigan and Google,North America,,Female,unknown
Mosharaf Chowdhury,2022,Program,University of Michigan,Mosharaf Chowdhury,University of Michigan,North America,Male,Male,unknown
Neeraja J. Yadwadkar,2022,Program,UT Austin and VMware Research,Neeraja J. Yadwadkar,UT Austin and VMware Research,North America,Female,Female,unknown
Nick Feamster,2022,Program,University of Chicago,Nick Feamster,University of Chicago,North America,Male,Male,male
Oliver Hohlfeld,2022,Program,Brandenburg University of Technology,Oliver Hohlfeld,Brandenburg University of Technology,Europe,Male,Male,male
Omid Abari,2022,Program,"University of California, Los Angeles",Omid Abari,"University of California, Los Angeles",North America,Male,Male,mostly_male
Rachee Singh,2022,Program,Microsoft,Rachee Singh,Microsoft,North America,Female,Female,unknown
Ramesh Sitaraman,2022,Program,University of Massachusetts Amherst,Ramesh Sitaraman,University of Massachusetts Amherst,North America,,Male,male
Ran Ben Basat,2022,Program,University College London,Ran Ben Basat,University College London,Europe,Male,Male,mostly_female
Ranveer Chandra,2022,Program,Microsoft,Ranveer Chandra,Microsoft,North America,Male,Male,unknown
Renata Teixeira,2022,Program,Netflix,Renata Teixeira,Netflix,Europe,Female,Female,female
Robert SoulÃ©,2022,Program,Yale University,Robert Soulac,Yale University,North America,,Male,male
Roland van Rijswijk-Deij,2022,Program,University of Twente,Roland van Rijswijk-Deij,University of Twente,Europe,Male,Male,male
Sachin Katti,2022,Program,Intel and Stanford University,Sachin Katti,Intel and Stanford University,North America,Male,Male,male
Sanjay Rao,2022,Program,Purdue University,Sanjay Rao,Purdue University,North America,Male,Male,male
Sergey Gorinsky,2022,Program,IMDEA Networks Institute,Sergey Gorinsky,IMDEA Networks Institute,Europe,Male,Male,male
Shivaram Venkataraman,2022,Program,University of Wisconsin-Madison,Shivaram Venkataraman,University of Wisconsin-Madison,North America,Male,Male,unknown
Shyam Gollakota,2022,Program,University of Washington,Shyam Gollakota,University of Washington,North America,Male,Male,male
Soo-Jin Moon,2022,Program,Google,Soo-Jin Moon,Google,North America,Female,Female,female
Steve Uhlig,2022,Program,Queen Mary University of London,Steve Uhlig,Queen Mary University of London,Europe,Male,Male,male
Sue Moon,2022,Program,Korea Advanced Institute of Science and Technology,Sue Moon,Korea Advanced Institute of Science and Technology,Asia,Female,Female,female
Walter Willinger,2022,Program,NIKSUN,Walter Willinger,NIKSUN,North America,Male,Male,male
Yang Richard Yang,2022,Program,Yale University,Yang Richard Yang,Yale University,North America,Male,Male,andy
Zhi-Li Zhang,2022,Program,University of Minnesota,Zhi-Li Zhang,University of Minnesota,North America,Male,Male,andy
Mariana Afonso,2022,Program,Netflix,Mariana Afonso,Netflix,North America,Female,Female,female
Santhosh Prabhu,2022,Program,VMware,Santhosh Prabhu,VMware,North America,Male,Male,unknown
Shangtong Zhang,2022,Program,University of Oxford,Shangtong Zhang,University of Oxford,Europe,Male,Male,unknown
Vincent Liu,2022,Program,University of Pennsylvania,Vincent Liu,University of Pennsylvania,North America,Male,Male,male
Yaxiong Xie,2022,Program,Princeton University,Yaxiong Xie,Princeton University,North America,Male,Male,unknown
Eddie Kohler,2023,Program,Harvard University,Eddie Kohler,Harvard University,North America,Male,Male,male
David Maltz,2023,Program,Microsoft,David Maltz,Microsoft,North America,Male,Male,male
Aditya Akella,2023,Program,UT Austin and Google,Aditya Akella,UT Austin and Google,North America,Male,Male,male
Alex C. Snoeren,2023,Program,UC San Diego / Google,Alex C. Snoeren,UC San Diego / Google,North America,Male,Male,male
Amar Phanishayee,2023,Program,Microsoft Research,Amar Phanishayee,Microsoft Research,North America,Male,Male,male
Andreas Haeberlen,2023,Program,University of Pennsylvania,Andreas Haeberlen,University of Pennsylvania,North America,Male,Male,male
Anirudh Sivaraman,2023,Program,NYU,Anirudh Sivaraman,NYU,North America,Male,Male,unknown
Anna Brunstrom,2023,Program,Karlstad University,Anna Brunstrom,Karlstad University,Europe,Female,Female,female
Anna Maria Mandalari,2023,Program,University College London,Anna Maria Mandalari,University College London,Europe,,,female
Behnaz Arzani,2023,Program,Microsoft Research,Behnaz Arzani,Microsoft Research,North America,Female,Female,unknown
Ben Y. Zhao,2023,Program,University of Chicago,Ben Y. Zhao,University of Chicago,North America,Male,Male,male
Brad Campbell,2023,Program,University of Virginia,Brad Campbell,University of Virginia,North America,,,male
Cecilia Testart/p>,2023,Program,MIT / Georgia Tech,Cecilia Testart,MIT / Georgia Tech,North America,,Female,female
Danyang Zhuo,2023,Program,Duke University,Danyang Zhuo,Duke University,North America,Male,Male,unknown
David Choffnes,2023,Program,Northeastern University,David Choffnes,Northeastern University,North America,Male,Male,male
Dinesh Bharadia,2023,Program,"University of California, San Diego",Dinesh Bharadia,"University of California, San Diego",North America,Male,Male,male
Elizabeth M. Belding,2023,Program,University of California Santa Barbara,Elizabeth M. Belding,University of California Santa Barbara,North America,,,female
FabiÃ¡n Bustamante,2023,Program,Northwestern University,Fabian Bustamente,Northwestern University,North America,,,male
Fadel Adib,2023,Program,Massachusetts Institute of Technology,Fadel Adib,Massachusetts Institute of Technology,North America,Male,Male,male
Ganesh Ananthanarayanan,2023,Program,Microsoft,Ganesh Ananthanarayanan,Microsoft,North America,Male,Male,male
Heming Cui,2023,Program,University of Hong Kong,Heming Cui,University of Hong Kong,Asia,Male,Male,unknown
Hitesh Ballani,2023,Program,Microsoft Research,Hitesh Ballani,Microsoft Research,Europe,Male,Male,unknown
