name,year,committee,region,cleanedName,cleanedRegion,Continent,DirectMatch,FuzzyMatch,ApproximateDoctoralGradYear,Gender,Source
Laurent Mathy,2013,Program,"Lancaster University, UK",Laurent Mathy,"Lancaster University, UK",Europe,Male,Male,2000,Male,FullNameMatch
David Oran,2013,Program,Unknown,David Oran,Unknown,North America,Male,Male,?,Male,FullNameMatch
Jitu Padhye,2013,Program,"Microsoft Research, USA",Jitu Padhye,"Microsoft Research, USA",North America,Male,Male,2000,Male,FullNameMatch
Venkat Padmanabhan,2013,Program,"Microsoft Research, India",Venkat Padmanabhan,"Microsoft Research, India",Asia,,Male,1998,Male,FuzzyMatch
Vyas Sekar,2013,Program,"Stony Brook University, USA",Vyas Sekar,"Stony Brook University, USA",North America,Male,Male,2010,Male,FullNameMatch
Georgios Smaragdakis,2013,Program,"Deutsche Telekom Labs/TU Berlin, Germany",Georgios Smaragdakis,"Deutsche Telekom Labs/TU Berlin, Germany",Europe,Male,Male,2009,Male,FullNameMatch
Peter Steenkiste,2013,Program,"Carnegie Mellon University, USA",Peter Steenkiste,"Carnegie Mellon University, USA",North America,Male,Male,1987,Male,FullNameMatch
Ion Stoica,2013,Program,"University of California-Berkely, USA",Ion Stoica,"University of California-Berkely, USA",North America,Male,Male,2000,Male,FullNameMatch
Nina Taft,2013,Program,"Technicolor Palo Alto, USA",Nina Taft,"Technicolor Palo Alto, USA",North America,Female,Female,1994,Female,FullNameMatch
Kun Tan,2013,Program,"Microsoft Research, China",Kun Tan,"Microsoft Research, China",Asia,Male,Male,?,Male,FullNameMatch
Amin Vahdat,2013,Program,"Google/UC San Diego, USA",Amin Vahdat,"Google/UC San Diego, USA",North America,Male,Male,1998,Male,FullNameMatch
Walter Willinger,2013,Program,"AT&T Labs Research, USA",Walter Willinger,"AT&T Labs Research, USA",North America,Male,Male,1987,Male,FullNameMatch
Arvind Krishnamurthy,2014,Program,"University of Washington, USA",Arvind Krishnamurthy,"University of Washington, USA",North America,Male,Male,1998,Male,FullNameMatch
Sylvia Ratnasamy,2014,Program,"UC Berkeley, USA",Sylvia Ratnasamy,"UC Berkeley, USA",North America,Female,Female,2002,Female,FullNameMatch
Aditya Akella,2014,Program,"University of Wisconsin, USA",Aditya Akella,"University of Wisconsin, USA",North America,Male,Male,2005,Male,FullNameMatch
Katerina Argyraki,2014,Program,"EPFL, Switzerland",Katerina Argyraki,"EPFL, Switzerland",Europe,,Female,2007,Female,FuzzyMatch
Guido Appenzeller,2014,Program,"Big Switch Networks, USA",Guido Appenzeller,"Big Switch Networks, USA",North America,Male,Male,2004,Male,FullNameMatch
Hitesh Ballani,2014,Program,"Microsoft Research, UK",Hitesh Ballani,"Microsoft Research, UK",Europe,Male,Male,2009,Male,FullNameMatch
Paul Barford,2014,Program,"University of Wisconsin, USA",Paul Barford,"University of Wisconsin, USA",North America,Male,Male,2000,Male,FullNameMatch
Matthew Caesar 0001,2014,Program,"University of Illinois, USA",Matthew Caesar 0001,"University of Illinois, USA",North America,Male,Male,2007,Male,FullNameMatch
Augustin Chaintreau,2014,Program,"Columbia University, USA",Augustin Chaintreau,"Columbia University, USA",North America,Male,Male,2006,Male,FullNameMatch
Bruce Davie,2014,Program,"VMware, USA",Bruce Davie,"VMware, USA",North America,,Male,1988,Male,FuzzyMatch
Christophe Diot,2014,Program,"Technicolor, France",Christophe Diot,"Technicolor, France",Europe,Male,Male,1991,Male,FullNameMatch
Nandita Dukkipati,2014,Program,"Google, USA",Nandita Dukkipati,"Google, USA",North America,Female,Female,2007,Female,FullNameMatch
Rodrigo Fonseca,2014,Program,"Brown University, USA",Rodrigo Fonseca,"Brown University, USA",North America,Male,Male,2008,Male,FullNameMatch
Nate Foster,2014,Program,"Cornell University, USA",Nate Foster,"Cornell University, USA",North America,Male,Male,2009,Male,FullNameMatch
Ali Ghodsi,2014,Program,"UC Berkeley, USA",Ali Ghodsi,"UC Berkeley, USA",North America,,Male,2006,Male,FuzzyMatch
Paul Francis,2014,Program,"Max Planck Institute, Germany",Paul Francis,"Max Planck Institute, Germany",Europe,Male,Male,1994,Male,FullNameMatch
Sharon Goldberg,2014,Program,"Boston University, USA",Sharon Goldberg,"Boston University, USA",North America,Female,Female,2009,Female,FullNameMatch
Brighten Godfrey,2014,Program,"University of Illinois, USA",Brighten Godfrey,"University of Illinois, USA",North America,,Male,2009,Male,FuzzyMatch
Shyam Gollakota,2014,Program,"University of Washington, USA",Shyam Gollakota,"University of Washington, USA",North America,Male,Male,2013,Male,FullNameMatch
Saikat Guha,2014,Program,"Microsoft Research, India",Saikat Guha,"Microsoft Research, India",Asia,Male,Male,2009,Male,FullNameMatch
Krishna Gummadi,2014,Program,"Max Planck Institute, Germany",Krishna Gummadi,"Max Planck Institute, Germany",Europe,,Male,2005,Male,FuzzyMatch
Chuanxiong Guo,2014,Program,"Microsoft Research, Asia",Chuanxiong Guo,"Microsoft Research, Asia",Asia,Male,Male,Phd,Male,FullNameMatch
Polly Huang,2014,Program,"National Taiwan University, Taiwan",Polly Huang,"National Taiwan University, Taiwan",Asia,Female,Female,1999,Female,FullNameMatch
Kyle Jamieson,2014,Program,"University College London, UK",Kyle Jamieson,"University College London, UK",Europe,Male,Male,2008,Male,FullNameMatch
Brad Karp,2014,Program,"University College London, UK",Brad Karp,"University College London, UK",Europe,Male,Male,2000,Male,FullNameMatch
Ethan Katz-Bassett,2014,Program,"University of Southern California, USA",Ethan Katz-Bassett,"University of Southern California, USA",North America,Male,Male,2012,Male,FullNameMatch
Teemu Koponen,2014,Program,"VMware, USA",Teemu Koponen,"VMware, USA",North America,Male,Male,2008,Male,FullNameMatch
Harsha Madhyastha,2014,Program,"UC Riverside, USA",Harsha Madhyastha,"UC Riverside, USA",North America,,Male,2008,Male,FuzzyMatch
Ratul Mahajan,2014,Program,"Microsoft Research, USA",Ratul Mahajan,"Microsoft Research, USA",North America,Male,Male,2005,Male,FullNameMatch
Nick McKeown,2014,Program,"Stanford University, USA",Nick McKeown,"Stanford University, USA",North America,Male,Male,2017,Male,FullNameMatch
Michael Mitzenmacher,2014,Program,"Harvard University, USA",Michael Mitzenmacher,"Harvard University, USA",North America,Male,Male,1996,Male,FullNameMatch
Andrew Moore,2014,Program,"University of Cambridge, UK",Andrew Moore,"University of Cambridge, UK",Europe,Male,Male,2001,Male,FullNameMatch
Robert Morris,2014,Program,"Massachusetts Institute of Technology, USA",Robert Morris,"Massachusetts Institute of Technology, USA",North America,Male,Male,1999,Male,FullNameMatch
Jitendra Padhye,2014,Program,"Microsoft Research, USA",Jitendra Padhye,"Microsoft Research, USA",North America,Male,Male,2000,Male,FullNameMatch
Vivek Pai,2014,Program,"Princeton University, USA",Vivek Pai,"Princeton University, USA",North America,Male,Male,2000,Male,FullNameMatch
Dina Papagiannaki,2014,Program,"Telefonica, Spain",Dina Papagiannaki,"Telefonica, Spain",Europe,Female,Female,2003,Female,FullNameMatch
KyoungSoo Park,2014,Program,"KAIST, Korea",KyoungSoo Park,"KAIST, Korea",Asia,Male,Male,2007,Male,FullNameMatch
Adrian Perrig,2014,Program,"ETH Zurich, Switzerland",Adrian Perrig,"ETH Zurich, Switzerland",Europe,Male,Male,2001,Male,FullNameMatch
Larry Peterson,2014,Program,Princeton University and ON.LAB,Larry Peterson,Princeton University and ON.LAB,North America,Male,Male,1985,Male,FullNameMatch
Srinivasan Seshan,2014,Program,"Carnegie Mellon University, USA",Srinivasan Seshan,"Carnegie Mellon University, USA",North America,Male,Male,1995,Male,FullNameMatch
Vyas Sekar,2014,Program,"Carnegie Mellon University, USA",Vyas Sekar,"Carnegie Mellon University, USA",North America,Male,Male,2010,Male,FullNameMatch
Scott Shenker,2014,Program,"UC Berkeley and ICSI, USA",Scott Shenker,"UC Berkeley and ICSI, USA",North America,Male,Male,1983,Male,FullNameMatch
Alex Snoeren,2014,Program,"UC San Diego, USA",Alex Snoeren,"UC San Diego, USA",North America,,Male,2002,Male,FuzzyMatch
Neil Spring,2014,Program,"University of Maryland, USA",Neil Spring,"University of Maryland, USA",North America,Male,Male,2004,Male,FullNameMatch
Kun Tan,2014,Program,"Microsoft Research, Asia",Kun Tan,"Microsoft Research, Asia",North America,Male,Male,?,Male,FullNameMatch
Renata Teixeira,2014,Program,"University Pierre et Marie Curie, France",Renata Teixeira,"University Pierre et Marie Curie, France",Europe,Female,Female,2005,Female,FullNameMatch
Amin Vahdat,2014,Program,"Google and UC San Diego, USA",Amin Vahdat,"Google and UC San Diego, USA",North America,Male,Male,1998,Male,FullNameMatch
Walter Willinger,2014,Program,"Niksun, USA",Walter Willinger,"Niksun, USA",North America,Male,Male,1987,Male,FullNameMatch
John Wrocklawski,2014,Program,"ISI, USA",John Wrocklawski,"ISI, USA",North America,Male,Male,None,Male,FullNameMatch
Richard Yang,2014,Program,"Yale University, USA",Richard Yang,"Yale University, USA",North America,,Male,2001,Male,FuzzyMatch
Xiaowei Yang,2014,Program,"Duke University, USA",Xiaowei Yang,"Duke University, USA",North America,Female,Female,2004,Female,FullNameMatch
Minlan Yu,2014,Program,"University of Southern California, USA",Minlan Yu,"University of Southern California, USA",North America,Female,Female,2011,Female,FullNameMatch
Ellen Zegura,2014,Program,"Georgia Tech, USA",Ellen Zegura,"Georgia Tech, USA",North America,,Female,1993,Female,FuzzyMatch
Yin Zhang,2014,Program,"University of Texas, Austin, USA",Yin Zhang,"University of Texas, Austin, USA",North America,Female,Female,2020,Female,FullNameMatch
Brad Karp,2015,Program,"University College London, UK",Brad Karp,"University College London, UK",Europe,Male,Male,2000,Male,FullNameMatch
Jitendra Padhye,2015,Program,"Microsoft Research, USA",Jitendra Padhye,"Microsoft Research, USA",North America,Male,Male,2000,Male,FullNameMatch
Aditya Akella,2015,Program,"University of Wisconsin, USA",Aditya Akella,"University of Wisconsin, USA",North America,Male,Male,2005,Male,FullNameMatch
Mohammad Alizadeh,2015,Program,"MIT and Cisco, USA",Mohammad Alizadeh,"MIT and Cisco, USA",North America,Male,Male,2013,Male,FullNameMatch
Katerina Argyraki,2015,Program,"EPFL, Switzerland",Katerina Argyraki,"EPFL, Switzerland",Europe,,Female,2007,Female,FuzzyMatch
Aruna Balasubramanian,2015,Program,"Stony Brook University, USA",Aruna Balasubramanian,"Stony Brook University, USA",North America,Female,Female,2011,Female,FullNameMatch
Hitesh Ballani,2015,Program,"Microsoft Research, UK",Hitesh Ballani,"Microsoft Research, UK",Europe,Male,Male,2009,Male,FullNameMatch
Sujata Banerjee,2015,Program,"HP Labs, USA",Sujata Banerjee,"HP Labs, USA",North America,Female,Female,1993,Female,FullNameMatch
Keren Bergman,2015,Program,"Columbia University, USA",Keren Bergman,"Columbia University, USA",North America,,Female,1994,Female,FuzzyMatch
John Byers,2015,Program,"Boston University, USA",John Byers,"Boston University, USA",North America,,Male,1997,Male,FuzzyMatch
Jeff Chase,2015,Program,"Duke University, USA",Jeff Chase,"Duke University, USA",North America,Male,Male,1995,Male,FullNameMatch
Mung Chiang,2015,Program,"Princeton University, USA",Mung Chiang,"Princeton University, USA",North America,Male,Male,2003,Male,FullNameMatch
Jon Crowcroft,2015,Program,"University of Cambridge, UK",Jon Crowcroft,"University of Cambridge, UK",Europe,Male,Male,1993,Male,FullNameMatch
Bruce Davie,2015,Program,"VMware, USA",Bruce Davie,"VMware, USA",North America,,Male,1988,Male,FuzzyMatch
Nandita Dukkipati,2015,Program,"Google, USA",Nandita Dukkipati,"Google, USA",North America,Female,Female,2007,Female,FullNameMatch
Anja Feldmann,2015,Program,"Technische Univ. Berlin, Germany",Anja Feldmann,"Technische Univ. Berlin, Germany",Europe,Female,Female,1995,Female,FullNameMatch
Bryan Ford,2015,Program,"Yale University, USA",Bryan Ford,"Yale University, USA",North America,Male,Male,2008,Male,FullNameMatch
Nate Foster,2015,Program,"Cornell University, USA",Nate Foster,"Cornell University, USA",North America,Male,Male,2009,Male,FullNameMatch
Lixin Gao,2015,Program,"Univ. of Massachusetts Amherst, USA",Lixin Gao,"Univ. of Massachusetts Amherst, USA",North America,Female,Female,1997,Female,FullNameMatch
Brighten Godfrey,2015,Program,"University of Illinois, USA",Brighten Godfrey,"University of Illinois, USA",North America,,Male,2009,Male,FuzzyMatch
Sharon Goldberg,2015,Program,"Boston University, USA",Sharon Goldberg,"Boston University, USA",North America,Female,Female,2009,Female,FullNameMatch
Kyle Jamieson,2015,Program,"University College London, UK",Kyle Jamieson,"University College London, UK",Europe,Male,Male,2008,Male,FullNameMatch
Srikanth Kandula,2015,Program,"Microsoft Research, USA",Srikanth Kandula,"Microsoft Research, USA",North America,Male,Male,2008,Male,FullNameMatch
Dina Katabi,2015,Program,"MIT, USA",Dina Katabi,"MIT, USA",North America,Female,Female,2003,Female,FullNameMatch
Sachin Katti,2015,Program,"Stanford University, USA",Sachin Katti,"Stanford University, USA",North America,Male,Male,2008,Male,FullNameMatch
Ethan Katz-Bassett,2015,Program,"University of Southern California, USA",Ethan Katz-Bassett,"University of Southern California, USA",North America,Male,Male,2012,Male,FullNameMatch
Teemu Koponen,2015,Program,"VMware, USA",Teemu Koponen,"VMware, USA",North America,Male,Male,2008,Male,FullNameMatch
John C.S.Lui,2015,Program,"Chinese Univ. of Hong Kong, Hong Kong",John C.S.Lui,"Chinese Univ. of Hong Kong, Hong Kong",Asia,,Male,1993,Male,FuzzyMatch
Z. Morley Mao,2015,Program,"Univ. of Michigan, USA",Z. Morley Mao,"Univ. of Michigan, USA",North America,Female,Female,2003,Female,FullNameMatch
Dave Oran,2015,Program,"Cisco, USA",Dave Oran,"Cisco, USA",North America,,Male,1993,Male,FuzzyMatch
George Papen,2015,Program,"UC San Diego ECE, USA",George Papen,"UC San Diego ECE, USA",North America,Male,Male,2008,Male,FullNameMatch
KyoungSoo Park,2015,Program,"KAIST, Korea",KyoungSoo Park,"KAIST, Korea",Asia,Male,Male,2007,Male,FullNameMatch
George Porter,2015,Program,"UC San Diego CSE, USA",George Porter,"UC San Diego CSE, USA",North America,Male,Male,2008,Male,FullNameMatch
Luigi Rizzo,2015,Program,"Università di Pisa, Italy, USA",Luigi Rizzo,"Università di Pisa, Italy, USA",North America,Male,Male,1998,Male,FullNameMatch
Ashutosh Sabharwal,2015,Program,"Rice University, USA",Ashutosh Sabharwal,"Rice University, USA",North America,Male,Male,1999,Male,FullNameMatch
Stefan Savage,2015,Program,"UC San Diego CSE, USA",Stefan Savage,"UC San Diego CSE, USA",North America,Male,Male,2001,Male,FullNameMatch
Michael Schapira,2015,Program,"Hebrew University, Israel",Michael Schapira,"Hebrew University, Israel",Asia,Male,Male,2008,Male,FullNameMatch
Vyas Sekar,2015,Program,"Carnegie Mellon University, USA",Vyas Sekar,"Carnegie Mellon University, USA",North America,Male,Male,2010,Male,FullNameMatch
Kun Tan,2015,Program,"Microsoft Research, Asia",Kun Tan,"Microsoft Research, Asia",North America,Male,Male,?,Male,FullNameMatch
Pramod Viswanath,2015,Program,"UIUC, USA",Pramod Viswanath,"UIUC, USA",North America,,Male,1999,Male,FuzzyMatch
Geoff Voelker,2015,Program,"UC San Diego CSE, USA",Geoff Voelker,"UC San Diego CSE, USA",North America,Male,Male,2000,Male,FullNameMatch
Michael Walfish,2015,Program,"NYU, USA",Michael Walfish,"NYU, USA",North America,Male,Male,2008,Male,FullNameMatch
Jia Wang,2015,Program,"AT&T Research, USA",Jia Wang,"AT&T Research, USA",North America,Female,Female,2001,Female,FullNameMatch
Philip Watts,2015,Program,"University College London, UK",Philip Watts,"University College London, UK",Europe,,Male,2004,Male,FuzzyMatch
David Wetherall,2015,Program,"Google and Univ. of Washington, USA",David Wetherall,"Google and Univ. of Washington, USA",North America,Male,Male,1998,Male,FullNameMatch
Walter Willinger,2015,Program,"Niksun, USA",Walter Willinger,"Niksun, USA",North America,Male,Male,1987,Male,FullNameMatch
Keith Winstein,2015,Program,"Stanford University, USA",Keith Winstein,"Stanford University, USA",North America,Male,Male,2014,Male,FullNameMatch
Xiaowei Yang,2015,Program,"Duke University, USA",Xiaowei Yang,"Duke University, USA",North America,Female,Female,2004,Female,FullNameMatch
Minlan Yu,2015,Program,"University of Southern California, USA",Minlan Yu,"University of Southern California, USA",North America,Female,Female,2011,Female,FullNameMatch
Ming Zhang,2015,Program,"Microsoft Research, USA",Ming Zhang,"Microsoft Research, USA",North America,Male,Male,2005,Male,FullNameMatch
Lin Zhong,2015,Program,"Rice University, USA",Lin Zhong,"Rice University, USA",North America,Male,Male,2005,Male,FullNameMatch
Amin Vahdat,2016,Program,"UCSD and Google, USA",Amin Vahdat,"UCSD and Google, USA",North America,Male,Male,1998,Male,FullNameMatch
Sachin Katti,2016,Program,"Stanford University, USA",Sachin Katti,"Stanford University, USA",North America,Male,Male,2008,Male,FullNameMatch
Aditya Akella,2016,Program,"University of Wisconsin Madison, USA",Aditya Akella,"University of Wisconsin Madison, USA",North America,Male,Male,2005,Male,FullNameMatch
Mohammad Alizadeh,2016,Program,"MIT, USA",Mohammad Alizadeh,"MIT, USA",North America,Male,Male,2013,Male,FullNameMatch
Katerina Argyraki,2016,Program,"EPFL, Switzerland",Katerina Argyraki,"EPFL, Switzerland",Europe,,Female,2007,Female,FuzzyMatch
Hari Balakrishnan,2016,Program,"MIT, USA",Hari Balakrishnan,"MIT, USA",North America,Male,Male,1998,Male,FullNameMatch
Hitesh Ballani,2016,Program,"Microsoft, UK",Hitesh Ballani,"Microsoft, UK",Europe,Male,Male,2009,Male,FullNameMatch
Sujata Banerjee,2016,Program,"HP Labs, USA",Sujata Banerjee,"HP Labs, USA",North America,Female,Female,1993,Female,FullNameMatch
Suman Banerjee,2016,Program,"University of Wisconsin Madison, USA",Suman Banerjee,"University of Wisconsin Madison, USA",North America,Male,Male,2003,Male,FullNameMatch
Theo Benson,2016,Program,"Duke University, USA",Theo Benson,"Duke University, USA",North America,Male,Male,2012,Male,FullNameMatch
Ranjita Bhagwan,2016,Program,"Microsoft, India",Ranjita Bhagwan,"Microsoft, India",Asia,Female,Female,2004,Female,FullNameMatch
Fabián Bustamante,2016,Program,"Northwestern University, USA",Fabián Bustamante,"Northwestern University, USA",North America,,Male,2001,Male,FuzzyMatch
Nandita Dukkipati,2016,Program,"Google, USA",Nandita Dukkipati,"Google, USA",North America,Female,Female,2007,Female,FullNameMatch
Nick Feamster,2016,Program,"Princeton University, USA",Nick Feamster,"Princeton University, USA",North America,Male,Male,2005,Male,FullNameMatch
Nate Foster,2016,Program,"Cornell University, USA",Nate Foster,"Cornell University, USA",North America,Male,Male,2009,Male,FullNameMatch
Deepak Ganesan,2016,Program,"University of Massachusetts Amherst, USA",Deepak Ganesan,"University of Massachusetts Amherst, USA",North America,Male,Male,2004,Male,FullNameMatch
Yashar Ganjali,2016,Program,"University of Toronto, Canada",Yashar Ganjali,"University of Toronto, Canada",North America,Male,Male,2006,Male,FullNameMatch
Phillipa Gill,2016,Program,"Stony Broook University, USA",Phillipa Gill,"Stony Broook University, USA",North America,Female,Female,2012,Female,FullNameMatch
Sergey Gorisnky,2016,Program,"IMDEA Networks Institute, Spain",Sergey Gorisnky,"IMDEA Networks Institute, Spain",Europe,,Male,2003,Male,FuzzyMatch
Ramesh Govindan,2016,Program,"University of Southern California, USA",Ramesh Govindan,"University of Southern California, USA",North America,Male,Male,1992,Male,FullNameMatch
Mark Handley,2016,Program,"University College London, UK",Mark Handley,"University College London, UK",Europe,Male,Male,1997,Male,FullNameMatch
Srikanth Kandula,2016,Program,"Microsoft, USA",Srikanth Kandula,"Microsoft, USA",North America,Male,Male,2008,Male,FullNameMatch
Brad Karp,2016,Program,"University College London, UK",Brad Karp,"University College London, UK",Europe,Male,Male,2000,Male,FullNameMatch
Ethan Katz-Bassett,2016,Program,"University of Southern California, USA",Ethan Katz-Bassett,"University of Southern California, USA",North America,Male,Male,2012,Male,FullNameMatch
Teemu Koponen,2016,Program,"VMWare, USA",Teemu Koponen,"VMWare, USA",North America,Male,Male,2008,Male,FullNameMatch
Swarun Kumar,2016,Program,"Carnegie Mellon University, USA",Swarun Kumar,"Carnegie Mellon University, USA",North America,Male,Male,2015,Male,FullNameMatch
Alex Liu,2016,Program,"Michigan State University, USA",Alex Liu,"Michigan State University, USA",North America,Male,Male,2006,Male,FullNameMatch
Harsha Madhyastha,2016,Program,"University of Michigan, USA",Harsha Madhyastha,"University of Michigan, USA",North America,,Male,2008,Male,FuzzyMatch
Bruce Maggs,2016,Program,"Duke University, USA",Bruce Maggs,"Duke University, USA",North America,Male,Male,1989,Male,FullNameMatch
Ratul Mahajan,2016,Program,"Microsoft, USA",Ratul Mahajan,"Microsoft, USA",North America,Male,Male,2005,Male,FullNameMatch
Vishal Misra,2016,Program,"Columbia University, USA",Vishal Misra,"Columbia University, USA",North America,Male,Male,2000,Male,FullNameMatch
Michael Mitzenmacher,2016,Program,"Harvard University, USA",Michael Mitzenmacher,"Harvard University, USA",North America,Male,Male,1996,Male,FullNameMatch
Jeff Mogul,2016,Program,"Google, USA",Jeff Mogul,"Google, USA",North America,Male,Male,1986,Male,FullNameMatch
Andrew Moore,2016,Program,"University of Cambridge, UK",Andrew Moore,"University of Cambridge, UK",Europe,Male,Male,2001,Male,FullNameMatch
Radhika Niranjan Mysore,2016,Program,"Google, USA",Radhika Niranjan Mysore,"Google, USA",North America,Female,Female,2013,Female,FullNameMatch
Dave Oran,2016,Program,"Cisco, USA",Dave Oran,"Cisco, USA",North America,,Male,1993,Male,FuzzyMatch
Venkat Padmanabhan,2016,Program,"Microsoft, India",Venkat Padmanabhan,"Microsoft, India",Asia,,Male,1998,Male,FuzzyMatch
George Papen,2016,Program,"UC San Diego, USA",George Papen,"UC San Diego, USA",North America,Male,Male,2008,Male,FullNameMatch
KyoungSoo Park,2016,Program,"KAIST, Korea",KyoungSoo Park,"KAIST, Korea",Asia,Male,Male,2007,Male,FullNameMatch
Adrian Perrig,2016,Program,"ETH Zurich, Switzerland",Adrian Perrig,"ETH Zurich, Switzerland",Europe,Male,Male,2001,Male,FullNameMatch
Sylvia Ratnasamy,2016,Program,"UC Berkeley, USA",Sylvia Ratnasamy,"UC Berkeley, USA",North America,Female,Female,2002,Female,FullNameMatch
Vyas Sekar,2016,Program,"Carnegie Mellon University, USA",Vyas Sekar,"Carnegie Mellon University, USA",North America,Male,Male,2010,Male,FullNameMatch
Scott Shenker,2016,Program,"UC Berkeley, USA",Scott Shenker,"UC Berkeley, USA",North America,Male,Male,1983,Male,FullNameMatch
Ankit Singla,2016,Program,"ETH Zurich, Switzerland",Ankit Singla,"ETH Zurich, Switzerland",Europe,Male,Male,2015,Male,FullNameMatch
Joshua Smith,2016,Program,"University of Washington, USA",Joshua Smith,"University of Washington, USA",North America,Male,Male,2005,Male,FullNameMatch
Alex Snoeren,2016,Program,"UC San Diego, USA",Alex Snoeren,"UC San Diego, USA",North America,,Male,2002,Male,FuzzyMatch
Ion Stoica,2016,Program,"UC Berkeley, USA",Ion Stoica,"UC Berkeley, USA",North America,Male,Male,2000,Male,FullNameMatch
Pramod Vishwanath,2016,Program,"University of Illinois Urbana-Champaign , USA",Pramod Vishwanath,"University of Illinois Urbana-Champaign , USA",North America,Male,Male,1999,Male,FullNameMatch
Geoff Voelker,2016,Program,"UC San Diego, USA",Geoff Voelker,"UC San Diego, USA",North America,Male,Male,2000,Male,FullNameMatch
Philip Watts,2016,Program,"University College London, UK",Philip Watts,"University College London, UK",Europe,,Male,2004,Male,FuzzyMatch
David Wetherall,2016,Program,"Google & University of Washington, USA",David Wetherall,"Google & University of Washington, USA",North America,Male,Male,1998,Male,FullNameMatch
Keith Winstein,2016,Program,"Stanford University, USA",Keith Winstein,"Stanford University, USA",North America,Male,Male,2014,Male,FullNameMatch
Minlan Yu,2016,Program,"University of Southern California, USA",Minlan Yu,"University of Southern California, USA",North America,Female,Female,2011,Female,FullNameMatch
Matei Zaharia,2016,Program,"MIT, USA",Matei Zaharia,"MIT, USA",North America,Male,Male,2013,Male,FullNameMatch
Ellen Zegura,2016,Program,"Georgia Tech, USA",Ellen Zegura,"Georgia Tech, USA",North America,,Female,1993,Female,FuzzyMatch
Ming Zhang,2016,Program,"Alibaba Group, USA",Ming Zhang,"Alibaba Group, USA",North America,Male,Male,2005,Male,FullNameMatch
Alex C. Snoeren,2017,Program,UC San Diego,Alex C. Snoeren,UC San Diego,North America,Male,Male,2002,Male,FullNameMatch
Walter Willinger,2017,Program,"NIKSUN, Inc.",Walter Willinger,"NIKSUN, Inc.",North America,Male,Male,1987,Male,FullNameMatch
Mohammad Alizadeh,2017,Program,MIT,Mohammad Alizadeh,MIT,North America,Male,Male,2013,Male,FullNameMatch
Sujata Banerjee,2017,Program,VMware,Sujata Banerjee,VMware,North America,Female,Female,1993,Female,FullNameMatch
Suman Banerjee,2017,Program,University of Wisconsin - Madison,Suman Banerjee,University of Wisconsin - Madison,North America,Male,Male,2003,Male,FullNameMatch
Theo Benson,2017,Program,Duke University,Theo Benson,Duke University,North America,Male,Male,2012,Male,FullNameMatch
John W. Byers,2017,Program,Boston University,John W. Byers,Boston University,North America,Male,Male,1997,Male,FullNameMatch
Marco Canini,2017,Program,KAUST,Marco Canini,KAUST,Asia,Male,Male,2009,Male,FullNameMatch
Ranveer Chandra,2017,Program,Microsoft Research,Ranveer Chandra,Microsoft Research,North America,Male,Male,2005,Male,FullNameMatch
David Choffnes,2017,Program,Northeastern University,David Choffnes,Northeastern University,North America,Male,Male,2010,Male,FullNameMatch
Mosharaf Chowdhury,2017,Program,University of Michigan,Mosharaf Chowdhury,University of Michigan,North America,Male,Male,2015,Male,FullNameMatch
Mark Crovella,2017,Program,Boston University,Mark Crovella,Boston University,North America,Male,Male,1994,Male,FullNameMatch
RubÃ©n Cuevas,2017,Program,Universidad Carlos III de Madrid,Rubaon Cuevas,Universidad Carlos III de Madrid,Europe,,Male,2010,Male,FuzzyMatch
Italo Cunha,2017,Program,UFMG,Italo Cunha,UFMG,South America,Male,Male,2011,Male,FullNameMatch
Xenofontas Dimitropoulos,2017,Program,University of Crete & FORTH,Xenofontas Dimitropoulos,University of Crete & FORTH,Europe,,Male,2006,Male,FuzzyMatch
Nandita Dukkipati,2017,Program,Google,Nandita Dukkipati,Google,North America,Female,Female,2007,Female,FullNameMatch
Nate Foster,2017,Program,Cornell University,Nate Foster,Cornell University,North America,Male,Male,2009,Male,FullNameMatch
Monia Ghobadi,2017,Program,Microsoft Research,Monia Ghobadi,Microsoft Research,North America,,Female,2013,Female,FuzzyMatch
Phillipa Gill,2017,Program,University of Massachusetts - Amherst,Phillipa Gill,University of Massachusetts - Amherst,North America,Female,Female,2012,Female,FullNameMatch
Sharon Goldberg,2017,Program,Boston University,Sharon Goldberg,Boston University,North America,Female,Female,2009,Female,FullNameMatch
Shyam Gollakota,2017,Program,University of Washington,Shyam Gollakota,University of Washington,North America,Male,Male,2013,Male,FullNameMatch
Arjun Guha,2017,Program,University of Massachusetts - Amherst,Arjun Guha,University of Massachusetts - Amherst,North America,Male,Male,2013,Male,FullNameMatch
Andreas Haeberlen,2017,Program,University of Pennsylvania,Andreas Haeberlen,University of Pennsylvania,North America,Male,Male,2009,Male,FullNameMatch
Haitham Hassanieh,2017,Program,UIUC,Haitham Hassanieh,UIUC,North America,Male,Male,2016,Male,FullNameMatch
Changhoon Kim,2017,Program,Barefoot Networks,Changhoon Kim,Barefoot Networks,North America,Male,Male,2009,Male,FullNameMatch
Teemu Koponen,2017,Program,Styra,Teemu Koponen,Styra,North America,Male,Male,2008,Male,FullNameMatch
Arvind Krishnamurthy,2017,Program,University of Washington,Arvind Krishnamurthy,University of Washington,North America,Male,Male,1998,Male,FullNameMatch
Nikolaos Laoutaris,2017,Program,Telefonica,Nikolaos Laoutaris,Telefonica,Europe,Male,Male,2004,Male,FullNameMatch
