name,year,committee,region,cleanedName,cleanedRegion,Continent,DirectMatch,FuzzyMatch,ApproximateDoctoralGradYear
Ramachandran Ramjee,2010,Program,"Microsoft Research, India",Ramachandran Ramjee,"Microsoft Research, India",Asia,Male,Male,1997
Jennifer Rexford,2010,Program,"Princeton University, USA",Jennifer Rexford,"Princeton University, USA",North America,Female,Female,1996
Pablo Rodriguez,2010,Program,"Telefonica Research, Spain",Pablo Rodriguez,"Telefonica Research, Spain",Europe,,Male,2000
Matthew Roughan,2010,Program,"University of Adelaide, Australia",Matthew Roughan,"University of Adelaide, Australia",Australia,Male,Male,1994
Antony Rowstron,2010,Program,"Microsoft Research Cambridge, UK",Antony Rowstron,"Microsoft Research Cambridge, UK",Europe,Male,Male,1996
Srinivasan Seshan,2010,Program,"Carnegie Mellon University, USA",Srinivasan Seshan,"Carnegie Mellon University, USA",North America,Male,Male,1995
Aman Shaikh,2010,Program,"AT&T Labs - Research, USA",Aman Shaikh,"AT&T Labs - Research, USA",North America,Male,Male,2011
Prashant Shenoy,2010,Program,"Univ. of Massachusetts Amherst, USA",Prashant Shenoy,"Univ. of Massachusetts Amherst, USA",North America,,Male,1998
Emin G�n Sirer,2010,Program,"Cornell University, USA",Emin Gn Sirer,"Cornell University, USA",North America,,Male,2000
Neil Spring,2010,Program,"University of Maryland, USA",Neil Spring,"University of Maryland, USA",North America,Male,Male,2004
Renata Teixeira,2010,Program,"LIP6 / CNRS, France",Renata Teixeira,"LIP6 / CNRS, France",Europe,Female,Female,2005
Patrick Thiran,2010,Program,"EPFL, Switzerland",Patrick Thiran,"EPFL, Switzerland",Europe,Male,Male,1996
Don Towsley,2010,Program,"University of Massachusetts Amherst, USA",Don Towsley,"University of Massachusetts Amherst, USA",North America,Male,Male,1975
Jon Turner,2010,Program,"Washington University, USA",Jon Turner,"Washington University, USA",North America,Male,Male,1982
Amin Vahdat,2010,Program,"U.C. San Diego, USA",Amin Vahdat,"U.C. San Diego, USA",North America,Male,Male,1998
Anwar Walid,2010,Program,"Bell Labs, USA",Anwar Walid,"Bell Labs, USA",North America,Male,Male,Phd
Matt Welsh,2010,Program,"Harvard University, USA",Matt Welsh,"Harvard University, USA",North America,Male,Male,2002
Walter Willinger,2010,Program,"AT&T Labs - Research, USA",Walter Willinger,"AT&T Labs - Research, USA",North America,Male,Male,1987
Yinglian Xie,2010,Program,"Microsoft Research SVC, USA",Yinglian Xie,"Microsoft Research SVC, USA",North America,Female,Female,2005
Yin Zhang,2010,Program,"University of Texas at Austin, USA",Yin Zhang,"University of Texas at Austin, USA",North America,Female,Female,2020
John Byers,2011,Program,"Boston University, USA",John Byers,"Boston University, USA",North America,,Male,1997
Jeff Mogul,2011,Program,"HP Labs, USA",Jeff Mogul,"HP Labs, USA",North America,Male,Male,1986
Aditya Akella,2011,Program,"University of Wisconsin, USA",Aditya Akella,"University of Wisconsin, USA",North America,Male,Male,2005
Katerina Argyraki,2011,Program,"EPFL, Switzerland",Katerina Argyraki,"EPFL, Switzerland",Europe,,Female,2007
Paul Barford,2011,Program,"University of Wisconsin, USA",Paul Barford,"University of Wisconsin, USA",North America,Male,Male,2000
Augustin Chaintreau,2011,Program,"Columbia University, USA",Augustin Chaintreau,"Columbia University, USA",North America,Male,Male,2006
David Clark,2011,Program,"MIT, USA",David Clark,"MIT, USA",North America,Male,Male,1973
Jon Crowcroft,2011,Program,"University of Cambridge, UK",Jon Crowcroft,"University of Cambridge, UK",Europe,Male,Male,1993
Constantinos Dovrolis,2011,Program,"Georgia Tech, USA",Constantinos Dovrolis,"Georgia Tech, USA",North America,,Male,2000
Will Eatherton,2011,Program,"Juniper Networks, USA",Will Eatherton,"Juniper Networks, USA",North America,Male,Male,?
Mike Freedman,2011,Program,"Princeton University, USA",Mike Freedman,"Princeton University, USA",North America,Male,Male,2007
Yashar Ganjali,2011,Program,"University of Toronto, Canada",Yashar Ganjali,"University of Toronto, Canada",North America,Male,Male,2006
Sharon Goldberg,2011,Program,"Boston University, USA",Sharon Goldberg,"Boston University, USA",North America,Female,Female,2009
Matthias Grossglauser,2011,Program,"EPFL, Switzerland",Matthias Grossglauser,"EPFL, Switzerland",Europe,Male,Male,1998
John Heidemann,2011,Program,"USC/Information Sciences Institute, USA",John Heidemann,"USC/Information Sciences Institute, USA",North America,,Male,1995
Kyle Jamieson,2011,Program,"University College London, UK",Kyle Jamieson,"University College London, UK",Europe,Male,Male,2008
Ramesh Johari,2011,Program,"Stanford University, USA",Ramesh Johari,"Stanford University, USA",North America,Male,Male,2004
Brad Karp,2011,Program,"University College London, UK",Brad Karp,"University College London, UK",Europe,Male,Male,2000
Sachin Katti,2011,Program,"Stanford University, USA",Sachin Katti,"Stanford University, USA",North America,Male,Male,2008
Arvind Krishnamurthy,2011,Program,"University of Washington, USA",Arvind Krishnamurthy,"University of Washington, USA",North America,Male,Male,1998
Balachander Krishnamurthy,2011,Program,AT&T Labs,Balachander Krishnamurthy,AT&T Labs,North America,Male,Male,None
Nikolaos Laoutaris,2011,Program,"Telefonica Research, Spain",Nikolaos Laoutaris,"Telefonica Research, Spain",Europe,Male,Male,2004
Ratul Mahajan,2011,Program,"Microsoft Research, USA",Ratul Mahajan,"Microsoft Research, USA",North America,Male,Male,2005
David Oran,2011,Program,Unknown,David Oran,Unknown,North America,Male,Male,?
Jitendra Padhye,2011,Program,"Microsoft Research, USA",Jitendra Padhye,"Microsoft Research, USA",North America,Male,Male,2000
Venkat Padmanabhan,2011,Program,"Microsoft Research, India",Venkat Padmanabhan,"Microsoft Research, India",Asia,,Male,1998
Adrian Perrig,2011,Program,"Carnegie Mellon University, USA",Adrian Perrig,"Carnegie Mellon University, USA",North America,Male,Male,2001
Lili Qiu,2011,Program,"University of Texas at Austin, USA",Lili Qiu,"University of Texas at Austin, USA",North America,Female,Female,2001
Byrav Ramamurthy,2011,Program,"University of Nebraska-Lincoln, USA",Byrav Ramamurthy,"University of Nebraska-Lincoln, USA",North America,Male,Male,1998
Danny Raz,2011,Program,"Technion, Israel",Danny Raz,"Technion, Israel",Asia,Male,Male,1996
Scott Rixner,2011,Program,"Rice University, USA",Scott Rixner,"Rice University, USA",North America,Male,Male,2001
Timothy Roscoe,2011,Program,"ETH Zurich, Switzerland",Timothy Roscoe,"ETH Zurich, Switzerland",Europe,Male,Male,1995
Mema Roussopoulos,2011,Program,"University of Athens, Greece",Mema Roussopoulos,"University of Athens, Greece",Europe,Female,Female,2002
Stefan Savage,2011,Program,"U.C. San Diego, USA",Stefan Savage,"U.C. San Diego, USA",North America,Male,Male,2001
Srinivasan Seshan,2011,Program,"Carnegie Mellon University, USA",Srinivasan Seshan,"Carnegie Mellon University, USA",North America,Male,Male,1995
Devavrat Shah,2011,Program,"MIT, USA",Devavrat Shah,"MIT, USA",North America,Male,Male,2004
Scott Shenker,2011,Program,"U.C. Berkeley, USA",Scott Shenker,"U.C. Berkeley, USA",North America,Male,Male,1983
Emin Gün Sirer,2011,Program,"Cornell University, USA",Emin Gün Sirer,"Cornell University, USA",North America,,Male,2000
Vijay Sivaraman,2011,Program,"University of New South Wales, Australia",Vijay Sivaraman,"University of New South Wales, Australia",Australia,Male,Male,2000
Kun Tan,2011,Program,"Microsoft Research, China",Kun Tan,"Microsoft Research, China",Asia,Male,Male,?
Amin Vahdat,2011,Program,"Google / U.C. San Diego, USA",Amin Vahdat,"Google / U.C. San Diego, USA",North America,Male,Male,1998
Helen Wang,2011,Program,"Microsoft Research, USA",Helen Wang,"Microsoft Research, USA",North America,Female,Female,2001
Gordon Wilfong,2011,Program,"Bell Labs Research, USA",Gordon Wilfong,"Bell Labs Research, USA",North America,,Male,1984
Walter Willinger,2011,Program,"AT&T Labs - Research, USA",Walter Willinger,"AT&T Labs - Research, USA",North America,Male,Male,1987
Alec Wolman,2011,Program,"Microsoft Research, USA",Alec Wolman,"Microsoft Research, USA",North America,Male,Male,2001
Yinglian Xie,2011,Program,"Microsoft Research, USA",Yinglian Xie,"Microsoft Research, USA",North America,Female,Female,2005
Richard Yang,2011,Program,"Yale University, USA",Richard Yang,"Yale University, USA",North America,,Male,2001
Haifeng Yu,2011,Program,"National University of Singapore, Singapore",Haifeng Yu,"National University of Singapore, Singapore",Asia,Male,Male,2002
Ellen Zegura,2011,Program,"Georgia Tech, USA",Ellen Zegura,"Georgia Tech, USA",North America,,Female,1993
Yin Zhang,2011,Program,"University of Texas at Austin, USA",Yin Zhang,"University of Texas at Austin, USA",North America,Female,Female,2020
Yongguang Zhang,2011,Program,"Microsoft Research, China",Yongguang Zhang,"Microsoft Research, China",Asia,Male,Male,1994
Heather Zheng,2011,Program,"U.C. Santa Barbara, USA",Heather Zheng,"U.C. Santa Barbara, USA",North America,Female,Female,1999
Venkat Padmanabhan,2012,Program,"Microsoft Research, India",Venkat Padmanabhan,"Microsoft Research, India",Asia,,Male,1998
George Varghese,2012,Program,"UCSD, USA",George Varghese,"UCSD, USA",North America,Male,Male,1992
Aditya Akella,2012,Program,"University of Wisconsin, USA",Aditya Akella,"University of Wisconsin, USA",North America,Male,Male,2005
Virgilio Almeida,2012,Program,"UFMG, Brazil",Virgilio Almeida,"UFMG, Brazil",South America,Male,Male,1987
Mostafa Ammar,2012,Program,"Georgia Tech, USA",Mostafa Ammar,"Georgia Tech, USA",North America,,Male,1985
Sujata Banerjee,2012,Program,"HP Labs, USA",Sujata Banerjee,"HP Labs, USA",North America,Female,Female,1993
Fabián E. Bustamante,2012,Program,"Northwestern University, USA",Fabián E. Bustamante,"Northwestern University, USA",North America,,Male,2001
Matthew Caesar 0001,2012,Program,"University of Illinois, USA",Matthew Caesar 0001,"University of Illinois, USA",North America,Male,Male,2007
Krishna Chintalapudi,2012,Program,Microsoft Research India,Krishna Chintalapudi,Microsoft Research India,Asia,Male,Male,2006
Dah Ming Chiu,2012,Program,Chinese University of Hong Kong,Dah Ming Chiu,Chinese University of Hong Kong,Asia,Male,Male,1980
Romit Roy Choudhury,2012,Program,"Duke University, USA",Romit Roy Choudhury,"Duke University, USA",North America,Male,Male,2006
Mark Crovella,2012,Program,"Boston University, USA",Mark Crovella,"Boston University, USA",North America,Male,Male,1994
Jon Crowcroft,2012,Program,"Cambridge University, UK",Jon Crowcroft,"Cambridge University, UK",Europe,Male,Male,1993
Bruce Davie,2012,Program,"Nicira Networks, USA",Bruce Davie,"Nicira Networks, USA",North America,,Male,1988
Jeff Dean,2012,Program,"Google, USA",Jeff Dean,"Google, USA",North America,Male,Male,1996
Kevin Fall,2012,Program,"Qualcomm, USA",Kevin Fall,"Qualcomm, USA",North America,Male,Male,1994
Nick Feamster,2012,Program,"University of Maryland, USA",Nick Feamster,"University of Maryland, USA",North America,Male,Male,2005
Sergey Gorinsky,2012,Program,"Institute IMDEA Networks, Spain",Sergey Gorinsky,"Institute IMDEA Networks, Spain",Europe,Male,Male,2003
Krishna Gummadi,2012,Program,"MPI-SWS, Germany",Krishna Gummadi,"MPI-SWS, Germany",Europe,,Male,2005
Kyle Jamieson,2012,Program,"University College London, UK",Kyle Jamieson,"University College London, UK",Europe,Male,Male,2008
Brad Karp,2012,Program,"University College London, UK",Brad Karp,"University College London, UK",Europe,Male,Male,2000
Dina Katabi,2012,Program,"MIT, USA",Dina Katabi,"MIT, USA",North America,Female,Female,2003
Sachin Katti,2012,Program,"Stanford University, USA",Sachin Katti,"Stanford University, USA",North America,Male,Male,2008
Ramana Kompella,2012,Program,"Purdue University, USA",Ramana Kompella,"Purdue University, USA",North America,Male,Male,2007
Arvind Krishnamurthy,2012,Program,"University of Washington, USA",Arvind Krishnamurthy,"University of Washington, USA",North America,Male,Male,1998
Craig Labovitz,2012,Program,"DeepField Networks, USA",Craig Labovitz,"DeepField Networks, USA",North America,Male,Male,1999
T. V. Lakshman,2012,Program,"Bell Labs, Alcatel-Lucent, USA",T. V. Lakshman,"Bell Labs, Alcatel-Lucent, USA",North America,Male,Male,1986
Kirill Levchenko,2012,Program,"UC San Diego, USA",Kirill Levchenko,"UC San Diego, USA",North America,Male,Male,2008
Dave Levin,2012,Program,"HP Labs, USA",Dave Levin,"HP Labs, USA",North America,Male,Male,2010
Bruce Maggs,2012,Program,"Duke University and Akamai Technologies, USA",Bruce Maggs,"Duke University and Akamai Technologies, USA",North America,Male,Male,1989
Ratul Mahajan,2012,Program,"Microsoft Research Redmond, USA",Ratul Mahajan,"Microsoft Research Redmond, USA",North America,Male,Male,2005
David Maltz,2012,Program,"Microsoft, USA",David Maltz,"Microsoft, USA",North America,Male,Male,2001
Z. Morley Mao,2012,Program,"University of Michigan, USA",Z. Morley Mao,"University of Michigan, USA",North America,Female,Female,2003
Nick McKeown,2012,Program,"Stanford University, USA",Nick McKeown,"Stanford University, USA",North America,Male,Male,2017
Michael Mitzenmacher,2012,Program,"Harvard University, USA",Michael Mitzenmacher,"Harvard University, USA",North America,Male,Male,1996
Craig Partridge,2012,Program,"Raytheon BBN Technologies, USA",Craig Partridge,"Raytheon BBN Technologies, USA",North America,Male,Male,1992
Lili Qiu,2012,Program,"UT Austin, USA",Lili Qiu,"UT Austin, USA",North America,Female,Female,2001
K. K. Ramakrishnan,2012,Program,"AT&T Labs Research, USA",K. K. Ramakrishnan,"AT&T Labs Research, USA",North America,Male,Male,1983
Bhaskaran Raman,2012,Program,"IIT Bombay, India",Bhaskaran Raman,"IIT Bombay, India",Asia,Male,Male,2002
Pablo Rodriguez,2012,Program,"Telefonica Research, Spain",Pablo Rodriguez,"Telefonica Research, Spain",Europe,,Male,2000
Antony Rowstron,2012,Program,"Microsoft Research Cambridge, UK",Antony Rowstron,"Microsoft Research Cambridge, UK",Europe,Male,Male,1996
Srinivasan Seshan,2012,Program,"Carnegie Mellon University, USA",Srinivasan Seshan,"Carnegie Mellon University, USA",North America,Male,Male,1995
Hovav Shacham,2012,Program,"UC San Diego, USA",Hovav Shacham,"UC San Diego, USA",North America,Male,Male,2005
Emin Gün Sirer,2012,Program,"Cornell University, USA",Emin Gün Sirer,"Cornell University, USA",North America,,Male,2000
Ion Stoica,2012,Program,"UC Berkeley, USA",Ion Stoica,"UC Berkeley, USA",North America,Male,Male,2000
Lakshminarayanan Subramanian,2012,Program,"New York University, USA",Lakshminarayanan Subramanian,"New York University, USA",North America,Male,Male,2005
Renata Teixeira,2012,Program,"CNRS and UMPC Sorbonne Universities, France",Renata Teixeira,"CNRS and UMPC Sorbonne Universities, France",Europe,Female,Female,2005
Jon Turner,2012,Program,"Washington University, USA",Jon Turner,"Washington University, USA",North America,Male,Male,1982
Kobus Van der Merwe,2012,Program,"AT&T Labs - Research, USA",Kobus Van der Merwe,"AT&T Labs - Research, USA",North America,Male,Male,1998
David Wetherall,2012,Program,"University of Washington, USA",David Wetherall,"University of Washington, USA",North America,Male,Male,1998
Haifeng Yu,2012,Program,National University of Singapore,Haifeng Yu,National University of Singapore,Asia,Male,Male,2002
Paul Barford,2013,Program,"University of Wisconsin, USA",Paul Barford,"University of Wisconsin, USA",North America,Male,Male,2000
Srinivasan Seshan,2013,Program,"Carnegie Mellon University, USA",Srinivasan Seshan,"Carnegie Mellon University, USA",North America,Male,Male,1995
Aditya Akella,2013,Program,"University of Wisconsin, USA",Aditya Akella,"University of Wisconsin, USA",North America,Male,Male,2005
Katerina Argyraki,2013,Program,"EPFL, Switzerland",Katerina Argyraki,"EPFL, Switzerland",Europe,,Female,2007
Ranjita Bhagwan,2013,Program,"Microsoft Research, India",Ranjita Bhagwan,"Microsoft Research, India",Asia,Female,Female,2004
Elizabeth Belding,2013,Program,"University of California-Santa Barbara, USA",Elizabeth Belding,"University of California-Santa Barbara, USA",North America,Female,Female,2000
John Byers,2013,Program,"Boston University, USA",John Byers,"Boston University, USA",North America,,Male,1997
Matthew Caesar 0001,2013,Program,"University of Illinois, USA",Matthew Caesar 0001,"University of Illinois, USA",North America,Male,Male,2007
Jon Crowcroft,2013,Program,"University of Cambridge, UK",Jon Crowcroft,"University of Cambridge, UK",Europe,Male,Male,1993
Sonia Fahmy,2013,Program,"Purdue University, USA",Sonia Fahmy,"Purdue University, USA",North America,Female,Female,1999
Nick Feamster,2013,Program,"Georgia Institute of Technology, USA",Nick Feamster,"Georgia Institute of Technology, USA",North America,Male,Male,2005
Lixin Gao,2013,Program,"University of Massachusetts, USA",Lixin Gao,"University of Massachusetts, USA",North America,Female,Female,1997
Shyamnath Gollakota,2013,Program,"University of Washington, USA",Shyamnath Gollakota,"University of Washington, USA",North America,Male,Male,2013
Timothy G. Griffin,2013,Program,"University of Cambridge, UK",Timothy G. Griffin,"University of Cambridge, UK",Europe,Male,Male,1988
John Heidemann,2013,Program,"USC/Information Sciences Institute, USA",John Heidemann,"USC/Information Sciences Institute, USA",North America,,Male,1995
Brad Karp,2013,Program,"University College London, UK",Brad Karp,"University College London, UK",Europe,Male,Male,2000
Sachin Katti,2013,Program,"Stanford University, USA",Sachin Katti,"Stanford University, USA",North America,Male,Male,2008
Arvind Krishnamurthy,2013,Program,"University of Washington, USA",Arvind Krishnamurthy,"University of Washington, USA",North America,Male,Male,1998
Craig Labovitz,2013,Program,"Arbor Networks, USA",Craig Labovitz,"Arbor Networks, USA",North America,Male,Male,1999
Nikolaos Laoutaris,2013,Program,"Telefonica Research, Spain",Nikolaos Laoutaris,"Telefonica Research, Spain",Europe,Male,Male,2004
Dave Levin,2013,Program,"University of Maryland, USA",Dave Levin,"University of Maryland, USA",North America,Male,Male,2010
John C.S. Lui,2013,Program,"The Chinese University of Hong Kong, China",John C.S. Lui,"The Chinese University of Hong Kong, China",Asia,,Male,1993
Olaf Maennel,2013,Program,"Loughborough University, UK",Olaf Maennel,"Loughborough University, UK",Europe,Male,Male,2005
Laurent Mathy,2013,Program,"Lancaster University, UK",Laurent Mathy,"Lancaster University, UK",Europe,Male,Male,2000
David Oran,2013,Program,Unknown,David Oran,Unknown,North America,Male,Male,?
Jitu Padhye,2013,Program,"Microsoft Research, USA",Jitu Padhye,"Microsoft Research, USA",North America,Male,Male,2000
Venkat Padmanabhan,2013,Program,"Microsoft Research, India",Venkat Padmanabhan,"Microsoft Research, India",Asia,,Male,1998
Vyas Sekar,2013,Program,"Stony Brook University, USA",Vyas Sekar,"Stony Brook University, USA",North America,Male,Male,2010
Georgios Smaragdakis,2013,Program,"Deutsche Telekom Labs/TU Berlin, Germany",Georgios Smaragdakis,"Deutsche Telekom Labs/TU Berlin, Germany",Europe,Male,Male,2009
Peter Steenkiste,2013,Program,"Carnegie Mellon University, USA",Peter Steenkiste,"Carnegie Mellon University, USA",North America,Male,Male,1987
Ion Stoica,2013,Program,"University of California-Berkely, USA",Ion Stoica,"University of California-Berkely, USA",North America,Male,Male,2000
Nina Taft,2013,Program,"Technicolor Palo Alto, USA",Nina Taft,"Technicolor Palo Alto, USA",North America,Female,Female,1994
Kun Tan,2013,Program,"Microsoft Research, China",Kun Tan,"Microsoft Research, China",Asia,Male,Male,?
Amin Vahdat,2013,Program,"Google/UC San Diego, USA",Amin Vahdat,"Google/UC San Diego, USA",North America,Male,Male,1998
Walter Willinger,2013,Program,"AT&T Labs Research, USA",Walter Willinger,"AT&T Labs Research, USA",North America,Male,Male,1987
Arvind Krishnamurthy,2014,Program,"University of Washington, USA",Arvind Krishnamurthy,"University of Washington, USA",North America,Male,Male,1998
Sylvia Ratnasamy,2014,Program,"UC Berkeley, USA",Sylvia Ratnasamy,"UC Berkeley, USA",North America,Female,Female,2002
Aditya Akella,2014,Program,"University of Wisconsin, USA",Aditya Akella,"University of Wisconsin, USA",North America,Male,Male,2005
Katerina Argyraki,2014,Program,"EPFL, Switzerland",Katerina Argyraki,"EPFL, Switzerland",Europe,,Female,2007
Guido Appenzeller,2014,Program,"Big Switch Networks, USA",Guido Appenzeller,"Big Switch Networks, USA",North America,Male,Male,2004
Hitesh Ballani,2014,Program,"Microsoft Research, UK",Hitesh Ballani,"Microsoft Research, UK",Europe,Male,Male,2009
Paul Barford,2014,Program,"University of Wisconsin, USA",Paul Barford,"University of Wisconsin, USA",North America,Male,Male,2000
Matthew Caesar 0001,2014,Program,"University of Illinois, USA",Matthew Caesar 0001,"University of Illinois, USA",North America,Male,Male,2007
Augustin Chaintreau,2014,Program,"Columbia University, USA",Augustin Chaintreau,"Columbia University, USA",North America,Male,Male,2006
Bruce Davie,2014,Program,"VMware, USA",Bruce Davie,"VMware, USA",North America,,Male,1988
Christophe Diot,2014,Program,"Technicolor, France",Christophe Diot,"Technicolor, France",Europe,Male,Male,1991
Nandita Dukkipati,2014,Program,"Google, USA",Nandita Dukkipati,"Google, USA",North America,Female,Female,2007
Rodrigo Fonseca,2014,Program,"Brown University, USA",Rodrigo Fonseca,"Brown University, USA",North America,Male,Male,2008
Nate Foster,2014,Program,"Cornell University, USA",Nate Foster,"Cornell University, USA",North America,Male,Male,2009
Ali Ghodsi,2014,Program,"UC Berkeley, USA",Ali Ghodsi,"UC Berkeley, USA",North America,,Male,2006
Paul Francis,2014,Program,"Max Planck Institute, Germany",Paul Francis,"Max Planck Institute, Germany",Europe,Male,Male,1994
Sharon Goldberg,2014,Program,"Boston University, USA",Sharon Goldberg,"Boston University, USA",North America,Female,Female,2009
Brighten Godfrey,2014,Program,"University of Illinois, USA",Brighten Godfrey,"University of Illinois, USA",North America,,Male,2009
Shyam Gollakota,2014,Program,"University of Washington, USA",Shyam Gollakota,"University of Washington, USA",North America,Male,Male,2013
Saikat Guha,2014,Program,"Microsoft Research, India",Saikat Guha,"Microsoft Research, India",Asia,Male,Male,2009
Krishna Gummadi,2014,Program,"Max Planck Institute, Germany",Krishna Gummadi,"Max Planck Institute, Germany",Europe,,Male,2005
Chuanxiong Guo,2014,Program,"Microsoft Research, Asia",Chuanxiong Guo,"Microsoft Research, Asia",Asia,Male,Male,Phd
Polly Huang,2014,Program,"National Taiwan University, Taiwan",Polly Huang,"National Taiwan University, Taiwan",Asia,Female,Female,1999
Kyle Jamieson,2014,Program,"University College London, UK",Kyle Jamieson,"University College London, UK",Europe,Male,Male,2008
Brad Karp,2014,Program,"University College London, UK",Brad Karp,"University College London, UK",Europe,Male,Male,2000
Ethan Katz-Bassett,2014,Program,"University of Southern California, USA",Ethan Katz-Bassett,"University of Southern California, USA",North America,Male,Male,2012
Teemu Koponen,2014,Program,"VMware, USA",Teemu Koponen,"VMware, USA",North America,Male,Male,2008
Harsha Madhyastha,2014,Program,"UC Riverside, USA",Harsha Madhyastha,"UC Riverside, USA",North America,,Male,2008
Ratul Mahajan,2014,Program,"Microsoft Research, USA",Ratul Mahajan,"Microsoft Research, USA",North America,Male,Male,2005
Nick McKeown,2014,Program,"Stanford University, USA",Nick McKeown,"Stanford University, USA",North America,Male,Male,2017
Michael Mitzenmacher,2014,Program,"Harvard University, USA",Michael Mitzenmacher,"Harvard University, USA",North America,Male,Male,1996
Andrew Moore,2014,Program,"University of Cambridge, UK",Andrew Moore,"University of Cambridge, UK",Europe,Male,Male,2001
Robert Morris,2014,Program,"Massachusetts Institute of Technology, USA",Robert Morris,"Massachusetts Institute of Technology, USA",North America,Male,Male,1999
Jitendra Padhye,2014,Program,"Microsoft Research, USA",Jitendra Padhye,"Microsoft Research, USA",North America,Male,Male,2000
Vivek Pai,2014,Program,"Princeton University, USA",Vivek Pai,"Princeton University, USA",North America,Male,Male,2000
Dina Papagiannaki,2014,Program,"Telefonica, Spain",Dina Papagiannaki,"Telefonica, Spain",Europe,Female,Female,2003
KyoungSoo Park,2014,Program,"KAIST, Korea",KyoungSoo Park,"KAIST, Korea",Asia,Male,Male,2007
Adrian Perrig,2014,Program,"ETH Zurich, Switzerland",Adrian Perrig,"ETH Zurich, Switzerland",Europe,Male,Male,2001
Larry Peterson,2014,Program,Princeton University and ON.LAB,Larry Peterson,Princeton University and ON.LAB,North America,Male,Male,1985
Srinivasan Seshan,2014,Program,"Carnegie Mellon University, USA",Srinivasan Seshan,"Carnegie Mellon University, USA",North America,Male,Male,1995
Vyas Sekar,2014,Program,"Carnegie Mellon University, USA",Vyas Sekar,"Carnegie Mellon University, USA",North America,Male,Male,2010
Scott Shenker,2014,Program,"UC Berkeley and ICSI, USA",Scott Shenker,"UC Berkeley and ICSI, USA",North America,Male,Male,1983
Alex Snoeren,2014,Program,"UC San Diego, USA",Alex Snoeren,"UC San Diego, USA",North America,,Male,2002
Neil Spring,2014,Program,"University of Maryland, USA",Neil Spring,"University of Maryland, USA",North America,Male,Male,2004
Kun Tan,2014,Program,"Microsoft Research, Asia",Kun Tan,"Microsoft Research, Asia",North America,Male,Male,?
Renata Teixeira,2014,Program,"University Pierre et Marie Curie, France",Renata Teixeira,"University Pierre et Marie Curie, France",Europe,Female,Female,2005
Amin Vahdat,2014,Program,"Google and UC San Diego, USA",Amin Vahdat,"Google and UC San Diego, USA",North America,Male,Male,1998
Walter Willinger,2014,Program,"Niksun, USA",Walter Willinger,"Niksun, USA",North America,Male,Male,1987
John Wrocklawski,2014,Program,"ISI, USA",John Wrocklawski,"ISI, USA",North America,Male,Male,None
Richard Yang,2014,Program,"Yale University, USA",Richard Yang,"Yale University, USA",North America,,Male,2001
Xiaowei Yang,2014,Program,"Duke University, USA",Xiaowei Yang,"Duke University, USA",North America,Female,Female,2004
Minlan Yu,2014,Program,"University of Southern California, USA",Minlan Yu,"University of Southern California, USA",North America,Female,Female,2011
Ellen Zegura,2014,Program,"Georgia Tech, USA",Ellen Zegura,"Georgia Tech, USA",North America,,Female,1993
Yin Zhang,2014,Program,"University of Texas, Austin, USA",Yin Zhang,"University of Texas, Austin, USA",North America,Female,Female,2020
Brad Karp,2015,Program,"University College London, UK",Brad Karp,"University College London, UK",Europe,Male,Male,2000
Jitendra Padhye,2015,Program,"Microsoft Research, USA",Jitendra Padhye,"Microsoft Research, USA",North America,Male,Male,2000
Aditya Akella,2015,Program,"University of Wisconsin, USA",Aditya Akella,"University of Wisconsin, USA",North America,Male,Male,2005
Mohammad Alizadeh,2015,Program,"MIT and Cisco, USA",Mohammad Alizadeh,"MIT and Cisco, USA",North America,Male,Male,2013
Katerina Argyraki,2015,Program,"EPFL, Switzerland",Katerina Argyraki,"EPFL, Switzerland",Europe,,Female,2007
Aruna Balasubramanian,2015,Program,"Stony Brook University, USA",Aruna Balasubramanian,"Stony Brook University, USA",North America,Female,Female,2011
Hitesh Ballani,2015,Program,"Microsoft Research, UK",Hitesh Ballani,"Microsoft Research, UK",Europe,Male,Male,2009
Sujata Banerjee,2015,Program,"HP Labs, USA",Sujata Banerjee,"HP Labs, USA",North America,Female,Female,1993
Keren Bergman,2015,Program,"Columbia University, USA",Keren Bergman,"Columbia University, USA",North America,,Female,1994
John Byers,2015,Program,"Boston University, USA",John Byers,"Boston University, USA",North America,,Male,1997
Jeff Chase,2015,Program,"Duke University, USA",Jeff Chase,"Duke University, USA",North America,Male,Male,1995
Mung Chiang,2015,Program,"Princeton University, USA",Mung Chiang,"Princeton University, USA",North America,Male,Male,2003
Jon Crowcroft,2015,Program,"University of Cambridge, UK",Jon Crowcroft,"University of Cambridge, UK",Europe,Male,Male,1993
Bruce Davie,2015,Program,"VMware, USA",Bruce Davie,"VMware, USA",North America,,Male,1988
Nandita Dukkipati,2015,Program,"Google, USA",Nandita Dukkipati,"Google, USA",North America,Female,Female,2007
Anja Feldmann,2015,Program,"Technische Univ. Berlin, Germany",Anja Feldmann,"Technische Univ. Berlin, Germany",Europe,Female,Female,1995
Bryan Ford,2015,Program,"Yale University, USA",Bryan Ford,"Yale University, USA",North America,Male,Male,2008
Nate Foster,2015,Program,"Cornell University, USA",Nate Foster,"Cornell University, USA",North America,Male,Male,2009
Lixin Gao,2015,Program,"Univ. of Massachusetts Amherst, USA",Lixin Gao,"Univ. of Massachusetts Amherst, USA",North America,Female,Female,1997
